rank,fame,deaths,accountAge,characters,skins,verified
73,295,367,1825,1,48,1
71,2346,60,1436,5,25,1
10,376,2,299,1,1,0
4,1056,0,2,1,2,0
26,2351,11,1825,4,2,0
26,2716,1,2190,5,8,1
33,1683,25,1825,1,1,1
11,547,5,14,1,1,0
43,370,484,1095,2,11,1
46,1254,0,2920,5,4,1
57,2285,76,2555,5,14,1
27,0,129,730,1,2,0
30,2750,98,1460,3,6,0
39,2302,51,1825,4,8,1
51,5139,87,53,9,8,1
15,1690,12,1432,2,1,0
49,1551,29,542,2,1,1
50,5039,87,52,9,9,0
31,2643,29,187,5,3,0
32,2316,42,185,2,3,0
76,5487,30,2555,2,16,0
24,1363,6,23,3,6,0
39,1237,0,2190,2,2,1
16,1287,39,1423,4,3,0
11,638,2,4,2,1,0
64,7662,259,2555,7,23,1
64,817,267,2920,8,23,1
43,931,80,297,2,5,1
34,747,1221,2920,1,4,1
22,722,4,365,1,1,0
52,2904,71,2190,2,18,1
76,40960,99,2555,11,61,0
39,5359,49,308,6,9,1
37,91,239,730,2,4,1
19,871,3,71,3,3,0
46,986,107,365,1,8,1
36,1050,273,2555,1,1,1
50,4659,70,157,2,7,1
39,688,230,1825,2,2,1
57,372,0,2920,4,23,1
35,889,259,1825,3,8,0
1,13,1,53,1,0,0
51,6327,64,2920,9,34,1
41,4016,55,1825,3,7,1
19,435,120,1460,2,0,1
65,484,368,2555,2,19,1
41,1318,2,22,4,0,0
36,1681,98,1413,3,8,1
27,973,3,16,3,5,0
49,829,248,1460,2,6,1
60,6016,36,73,5,13,1
65,10120,151,2555,5,12,1
55,974,243,1825,3,7,1
80,662,1184,1095,3,55,1
10,1046,3,6,3,2,0
74,13794,53,1460,10,6,1
27,2665,7,28,7,2,0
18,1293,1,1825,3,4,0
54,624,206,365,3,2,1
18,1275,1,1825,3,3,0
2,263,1,1,1,0,0
23,2024,23,1095,3,1,1
23,2024,23,1095,3,1,0
48,5927,54,38,7,20,0
29,188,244,175,3,2,1
66,18377,39,45,16,5,1
72,2863,80,350,8,6,1
19,462,2,5,1,1,0
28,499,0,2920,2,2,0
59,3145,78,2920,7,10,1
39,565,4,730,2,2,1
26,1778,47,958,3,3,0
22,1135,4,22,2,3,0
29,4661,186,2555,4,3,1
65,9974,33,53,6,4,0
34,3130,81,2257,4,2,1
50,11955,38,2555,14,23,1
52,3049,97,2920,4,14,1
53,650,42,1028,2,12,0
48,3630,50,1095,4,6,1
42,7355,0,2920,3,3,0
42,7355,0,2920,3,3,0
42,7355,0,2920,3,3,0
30,1460,55,2555,3,6,1
62,10968,66,2920,8,17,1
65,6508,101,295,5,22,1
30,383,4,283,1,3,0
47,252,51,146,3,4,1
17,1998,8,1095,2,0,1
44,377,242,730,1,8,1
65,8441,64,2920,5,20,1
51,9189,28,1825,13,4,1
55,629,132,2190,3,13,1
32,2551,3,1460,3,4,1
61,3590,87,1460,8,23,1
42,232,166,365,3,14,1
27,1064,51,730,5,12,1
24,807,1,26,2,3,0
53,2337,217,163,4,14,1
31,2638,31,1460,5,1,1
26,1489,26,133,3,3,1
41,8648,2,25,5,1,0
32,999,2,1825,1,1,0
39,913,58,2190,2,6,1
61,980,553,1095,1,42,1
52,2391,50,2920,2,7,1
32,1934,60,2555,3,0,1
74,11786,184,355,7,14,1
30,496,154,997,2,6,1
37,5548,15,2920,3,7,1
32,285,5,35,2,2,0
50,3414,58,1133,5,6,1
14,2398,45,181,2,3,0
27,18644,2,1095,3,2,1
10,278,2,161,1,0,0
60,265,118,2920,1,11,1
35,56,63,225,1,8,0
45,832,108,1460,2,5,1
35,1376,33,1095,2,5,0
80,2660,24,177,3,2,1
28,1783,188,1825,4,3,1
23,750,0,2555,4,0,0
52,2691,49,149,3,2,1
14,1649,2,42,2,2,1
33,1628,82,730,1,4,1
20,933,3,1460,3,0,0
54,6724,59,2555,9,8,1
52,2744,551,2190,5,29,1
42,6985,42,730,4,6,1
58,384,494,730,2,28,1
51,1223,88,2555,2,5,1
63,8566,88,730,9,15,1
42,6281,1,116,6,0,1
33,843,527,1460,3,6,1
62,900,385,1128,2,18,1
22,856,4,365,2,3,0
34,1226,36,55,3,3,0
42,2506,52,1425,3,3,1
43,3911,0,2920,5,6,1
24,5891,4,27,6,0,0
43,3911,0,2920,5,6,0
53,681,1030,2920,1,22,1
60,658,2083,2555,3,73,1
50,1145,106,290,4,6,1
43,123,366,730,1,14,1
38,739,17,2920,1,3,0
17,2758,76,1440,1,2,0
33,3006,27,543,4,0,0
23,3255,42,2555,5,4,1
31,586,0,2920,1,4,1
31,558,82,730,5,8,1
72,596,466,2190,2,29,1
35,3319,25,2920,5,2,1
22,2032,16,1460,3,0,1
72,913,135,157,3,10,1
71,0,920,1095,0,32,1
19,7794,3,46,2,0,0
48,642,509,2555,3,3,1
27,244,470,288,3,6,1
67,2207,529,2920,4,1,1
38,1253,0,2920,6,5,1
14,674,42,2190,5,1,0
28,1137,179,730,2,3,0
24,1044,4,95,1,0,1
70,886,574,3285,4,14,1
60,599,266,2920,4,8,1
21,1651,8,1460,3,2,0
43,979,326,2555,4,11,1
41,5808,43,365,7,1,1
46,1631,67,365,3,0,1
79,37159,24,282,5,30,0
41,1004,164,137,2,7,1
57,17936,45,1095,12,28,1
53,4144,21,2190,8,8,1
50,75,1493,1825,2,40,1
3,25,2,1,1,0,0
30,3419,1,2920,5,3,0
38,250,42,730,1,3,1
45,983,367,1460,3,15,1
60,13208,60,730,4,4,1
41,837,164,137,2,7,1
58,625,493,730,2,28,1
40,5257,82,1095,7,11,1
45,297,153,174,1,4,0
42,429,127,107,1,3,1
42,2515,26,2190,5,4,1
17,2222,11,365,3,0,0
37,1768,96,962,3,3,1
45,812,149,206,2,6,1
53,6107,94,2920,6,6,1
53,6107,94,2920,6,6,0
18,674,2,730,1,1,0
65,7592,64,2920,5,19,1
41,4043,69,2555,2,3,1
35,858,674,1460,2,1,1
64,788,277,2555,4,33,1
28,434,8,49,2,6,0
55,2679,37,1825,3,12,1
14,62,2,60,2,1,0
66,15677,61,2555,9,13,1
28,2059,55,1825,11,19,0
55,1344,23,3285,1,1,1
58,486,260,730,2,15,1
13,737,19,137,2,0,0
44,1076,323,323,1,4,1
57,519,816,1095,2,50,1
25,975,161,2190,2,4,0
49,605,27,2920,1,6,1
70,7410,79,215,6,6,1
30,7868,15,365,6,4,0
43,253,566,1095,2,14,1
32,2191,61,1460,3,2,1
44,2249,86,337,11,9,1
11,4312,0,730,1,1,0
35,2853,40,2190,5,1,1
80,39349,8,159,16,94,1
31,2469,5,2555,4,2,1
29,4100,1,378,5,6,0
37,232,299,138,1,4,1
26,283,109,288,1,5,0
1,106,0,1,1,0,0
55,2474,314,1095,9,24,1
60,1511,1115,2920,3,30,1
53,4419,30,730,7,24,1
15,106,3,175,1,3,0
34,1756,68,1460,4,2,1
20,427,7,1825,1,3,0
29,4260,0,2920,6,7,0
50,797,165,1460,3,20,1
20,914,1,68,3,1,0
19,822,3,2920,2,3,0
14,1054,4,119,2,2,0
40,1585,66,1129,2,11,1
58,856,492,730,3,28,1
44,791,74,992,1,5,1
27,2377,0,2190,2,9,0
45,2701,52,2190,4,6,1
31,456,20,16,3,2,0
73,25097,30,2920,11,21,1
41,829,120,141,2,5,1
26,2213,4,133,5,1,1
34,1564,58,1825,5,2,1
56,2420,81,2190,5,10,1
12,2261,2,45,1,0,0
24,792,4,49,3,2,1
41,747,61,2920,6,16,0
42,1214,62,1095,4,14,0
53,5577,66,2555,7,12,1
49,883,262,239,2,4,0
71,352,577,2190,3,64,1
54,986,199,2920,7,9,1
61,6789,66,95,13,25,0
58,3532,54,2555,6,12,1
14,635,57,2190,2,0,0
37,1559,10,2555,3,3,1
79,712,298,2555,3,28,1
37,2799,81,2190,1,4,1
23,7100,94,1825,2,2,1
73,215,164,2920,1,19,1
34,641,484,1825,3,18,1
57,367,77,365,1,10,1
1,145,0,7,1,0,0
50,1791,138,29,3,1,1
20,986,29,994,1,3,0
26,860,37,55,3,3,0
64,0,1504,2190,0,0,1
19,1154,3,2920,1,0,0
32,1524,90,365,1,1,1
24,1236,42,54,2,4,0
42,338,27,255,2,1,1
39,3150,51,142,9,22,0
32,306,4,21,2,4,0
28,1700,237,2920,4,7,1
44,3006,42,2190,3,7,1
30,1438,0,3285,2,0,0
25,3050,19,2920,1,2,0
29,2512,53,2920,4,0,0
48,87,445,365,1,4,1
30,1323,52,172,3,2,1
48,3982,0,2920,3,1,1
50,3974,81,2920,3,6,1
40,64,80,1825,3,5,1
26,915,38,730,1,2,0
21,2509,0,2555,3,2,0
29,2197,9,325,3,4,0
47,6415,46,730,7,14,1
17,871,2,365,1,3,0
20,424,64,1095,2,1,1
45,362,35,148,2,3,0
40,804,250,2920,4,12,1
46,3718,22,2920,4,6,1
42,1208,65,2555,3,15,1
62,1281,256,2555,3,30,1
53,1741,195,110,2,3,1
27,373,278,2190,2,9,1
23,3145,1,264,4,1,0
45,4437,80,1460,5,4,1
58,0,120,2920,1,11,0
36,2560,29,55,5,6,1
63,66,67,2920,2,6,1
71,5354,152,2190,4,24,1
52,1838,60,501,1,3,1
17,235,261,976,1,1,0
49,718,146,365,3,9,1
48,7234,98,1027,3,7,1
56,3504,65,1460,4,1,1
64,68,690,2190,2,13,1
41,2536,96,2555,6,16,1
53,1207,95,1095,5,15,1
45,488,429,1460,1,13,1
11,18,2,730,1,2,0
38,400,88,38,2,3,0
60,370,165,730,4,2,1
33,1876,107,71,5,11,0
44,2325,60,173,3,4,1
52,3243,47,2920,3,3,1
48,19,358,2920,3,12,1
45,2278,58,1460,1,0,0
36,902,105,54,1,2,0
66,1733,168,156,2,7,0
34,3157,43,730,4,4,1
33,300,56,73,5,6,0
56,664,670,2555,3,44,1
65,122250,688,2190,6,6,1
66,1005,32,2555,3,4,1
11,364,2,178,1,0,0
33,249,0,1825,2,7,1
38,3089,36,39,5,8,1
31,2423,37,1021,3,5,1
22,940,0,3285,3,2,0
66,2394,1,2920,4,5,1
41,3173,15,2920,7,9,1
34,0,1790,2190,1,26,1
32,53,108,128,3,1,0
25,1054,5,730,1,4,0
18,2538,2,1095,3,0,0
22,188,206,365,1,4,1
55,2333,65,2920,2,9,1
56,4908,169,2555,6,6,1
38,1029,3,167,2,0,1
37,1017,78,2255,3,5,1
12,554,4,11,1,2,0
23,1831,5,1460,4,3,1
13,428,2,19,3,3,0
70,828,142,50,2,12,1
25,2246,33,730,3,0,0
70,7638,47,1095,7,20,1
29,3345,15,487,6,8,0
26,1534,39,53,8,8,0
28,404,3,1460,2,1,0
66,9473,761,2920,8,4,1
48,7392,29,1460,7,4,1
30,800,66,730,2,3,1
13,0,2,325,0,2,0
80,29527,37,213,12,22,1
44,1323,48,61,7,7,0
39,0,137,173,1,5,0
58,415,479,730,4,28,1
36,1647,16,2920,4,0,0
39,791,981,2920,2,6,1
45,2545,38,2920,3,0,1
25,484,13,2555,1,3,0
21,4059,11,48,5,5,0
33,2315,24,165,5,4,0
16,19310,0,1095,3,3,0
38,718,92,730,2,7,1
13,845,1,61,2,1,0
18,461,2,43,1,2,0
25,1001,2,1825,4,4,0
25,4783,32,365,2,3,1
51,573,88,1460,2,9,1
51,573,88,1460,2,9,1
67,5134,39,198,5,5,1
19,524,3,1417,2,3,0
17,653,4,730,1,1,0
24,6204,2,365,5,4,0
40,4591,447,365,2,3,1
33,869,85,2190,4,4,1
35,699,159,1095,1,5,1
29,748,1,2190,4,2,1
54,741,92,89,2,5,1
50,5055,32,2920,3,8,1
58,28,82,134,1,4,1
37,2580,17,65,8,7,1
29,2768,1,66,9,9,0
56,406,927,1825,4,34,1
54,267,2286,2920,1,40,1
50,669,1226,1460,3,21,1
45,292,301,2920,1,5,1
60,2852,75,2555,3,9,1
44,377,326,301,2,5,1
43,5666,23,2555,8,4,1
13,637,0,65,1,0,0
68,945,676,1460,4,81,1
54,1042,40,72,2,5,1
52,95,170,1825,1,16,1
47,2477,60,273,8,6,1
26,1199,40,365,3,4,1
59,803,800,2190,3,12,1
25,650,70,730,2,1,0
32,3558,42,365,6,3,1
55,744,342,730,2,20,1
40,6374,41,1454,6,12,1
80,10247,52,174,2,13,1
48,1113,82,1015,3,7,1
47,924,65,203,3,3,1
54,723,238,730,4,9,1
28,539,199,1825,2,7,1
61,330,152,2920,4,28,1
36,1061,82,95,1,2,1
21,522,0,149,1,0,1
55,9116,50,2190,11,20,1
40,2622,7,2555,2,3,0
28,1041,163,2190,2,5,1
53,38180,69,2555,7,34,1
65,10161,84,1460,10,31,1
16,630,1,9,2,1,0
61,18,232,1460,1,22,1
25,1477,49,65,2,3,0
25,673,60,62,1,5,0
27,1975,90,1460,4,6,1
33,1090,0,2555,3,0,0
29,1497,9,1009,3,6,0
17,1031,15,161,4,15,0
26,2855,13,52,2,1,0
52,115,246,1460,3,8,1
54,812,1749,730,4,5,1
62,363,399,730,3,9,1
80,38368,139,365,14,57,1
57,622,447,365,2,16,1
33,1236,49,31,5,5,1
6,0,9,37,0,2,0
4,475,3,1,1,0,0
64,1142,77,2920,5,13,1
39,3315,40,72,1,1,1
28,48,114,730,2,0,0
59,41,348,365,2,14,1
56,3198,70,2190,5,8,1
48,737,133,503,2,5,1
38,2974,65,2190,5,10,1
37,353,246,238,4,4,1
52,130,257,365,2,6,1
38,686,17,26,4,5,0
39,4321,74,2920,5,3,1
77,539,248,1460,2,48,1
37,1430,58,1095,4,1,1
46,0,326,730,1,0,0
47,1970,63,1460,2,9,1
30,0,143,1095,0,2,0
80,0,931,1460,0,79,1
66,0,1183,2190,0,38,1
46,284,52,2555,1,5,1
80,0,92,1438,0,27,1
71,0,474,2920,0,26,1
56,775,303,1460,2,33,1
25,237,43,730,1,3,0
41,4033,44,1825,7,16,0
79,0,834,2920,0,58,1
10,0,2,19,0,1,0
39,550,193,1437,5,6,1
33,321,81,2920,3,4,1
48,718,161,2920,3,3,1
60,462,544,1460,1,18,1
44,3948,31,2920,10,8,1
30,2123,91,2190,7,11,1
29,647,9,365,1,1,0
20,755,135,2555,1,1,1
35,464,63,29,2,2,0
42,425,589,1095,1,12,1
41,0,129,162,1,2,0
42,425,589,1095,1,12,1
67,6859,40,2920,4,13,1
51,533,375,94,4,7,0
21,1380,2,730,3,4,0
60,9369,55,2920,7,12,1
16,0,3,154,0,1,0
55,391,472,730,3,27,1
70,632,645,2190,4,36,1
23,265,15,125,2,0,0
62,10017,59,323,9,32,1
62,703,99,2555,2,14,1
49,3605,34,365,2,1,1
50,1563,109,364,2,4,1
48,948,241,365,3,3,1
62,13168,65,1825,16,17,1
56,715,197,1825,4,5,1
29,53,35,1460,1,1,1
65,385,153,730,2,5,1
37,6,84,72,1,2,1
25,0,48,99,0,2,1
63,654,129,2190,6,22,1
21,1582,42,2555,4,4,1
49,441,82,200,1,6,1
4,1418,1,13,1,1,0
53,10258,93,1830,4,9,1
47,6081,47,2190,8,31,1
52,8560,89,2920,10,26,1
35,18,503,2920,2,2,1
42,4239,61,2555,8,7,1
21,531,0,2555,1,1,0
40,520,840,237,2,2,1
38,325,1011,2555,2,15,1
44,5847,58,1450,10,18,1
36,23,39,2920,1,11,0
41,172,213,1460,1,0,1
26,989,111,2920,4,4,0
17,125,193,365,2,8,0
11,1487,1,8,2,1,0
21,279,24,1095,2,1,0
65,7149,81,730,10,20,1
49,2024,68,79,4,3,1
40,2528,72,52,3,3,1
52,0,484,1095,1,8,1
40,1522,20,48,2,5,0
60,1268,83,365,3,13,1
74,508,414,2190,4,35,1
58,458,492,1460,3,20,1
57,3562,39,365,3,5,1
29,1670,119,1460,3,2,0
41,1787,365,2190,2,5,1
37,2766,150,52,4,3,0
58,0,338,561,1,13,1
63,6068,57,2190,8,14,1
39,6509,89,1095,3,9,1
38,912,182,2555,3,6,1
72,508,99,1460,4,6,1
80,593,466,1022,3,23,1
25,528,55,79,2,2,0
14,7867,22,1095,1,2,0
12,1077,24,21,3,1,0
29,0,136,1440,1,1,0
67,7994,43,2555,9,8,1
53,477,71,207,2,4,1
45,4209,88,3285,5,4,1
60,535,736,2920,4,16,1
33,775,74,29,2,1,1
57,622,447,365,2,16,1
44,818,100,1460,2,3,1
30,370,352,138,2,1,1
34,18,58,189,1,4,1
66,667,331,365,5,16,1
63,1509,92,1460,2,3,1
62,10439,95,2555,9,21,1
45,949,200,162,3,1,1
67,18133,58,730,10,11,1
23,1791,18,730,2,5,1
76,21435,70,1825,12,17,1
23,1756,85,2555,1,4,1
52,926,1061,2190,4,20,1
31,368,52,58,2,2,1
53,2102,82,974,4,6,1
32,1099,289,122,3,4,1
40,411,635,1825,1,5,1
57,6147,60,2190,14,45,1
40,419,132,80,2,4,1
44,3664,44,543,1,2,1
79,3458,134,254,5,22,1
40,304,58,730,3,10,1
46,4034,35,77,4,5,1
55,810,258,2920,8,21,1
62,25572,17,1460,10,9,1
15,835,2,365,2,1,0
41,1241,87,362,3,2,1
54,7879,77,2920,12,29,1
46,1330,403,307,2,6,1
45,2527,176,315,4,5,1
61,714,545,2920,2,16,1
45,2037,22,2190,3,4,1
23,891,5,254,2,1,0
46,4286,235,2190,8,12,1
57,446,447,365,3,16,1
68,865,249,2555,4,4,1
43,8331,52,2920,7,10,1
58,843,120,365,5,7,1
38,540,90,120,2,7,1
37,9369,20,1460,6,8,1
57,3634,77,1023,4,2,1
55,6093,95,2920,5,6,1
25,2119,59,1014,3,4,1
73,32719,82,1460,10,37,1
31,3389,18,291,4,3,0
59,7017,86,239,8,10,1
11,589,3,5,2,1,0
30,1354,53,1825,6,4,1
30,4497,43,3285,2,4,1
65,251,1203,2920,3,11,1
62,78,334,1460,2,26,1
57,7458,92,1825,7,13,1
80,799,602,1825,2,63,1
45,1197,73,178,4,1,1
39,3560,0,2920,6,1,1
64,1852,53,2555,5,20,1
18,1031,1,1003,2,1,1
21,1022,69,730,1,1,0
25,3284,2,365,4,2,0
4,1677,0,61,1,1,0
11,556,0,305,1,0,0
61,4525,30,1825,6,17,1
57,445,3987,2555,2,26,1
36,798,103,166,1,1,1
52,494,395,2190,2,9,1
56,651,870,1825,3,33,1
48,895,250,365,4,8,1
11,8753,5,92,2,2,0
21,1050,0,2555,2,2,0
18,682,14,2253,5,8,1
21,1050,0,2555,2,2,0
34,4666,52,2190,8,3,1
37,325,141,34,2,9,1
11,107,2,16,1,1,0
54,4796,190,2555,4,4,1
44,10913,93,2190,11,2,1
27,623,92,1825,1,2,0
49,2523,32,1825,4,6,0
31,4778,20,64,3,2,0
46,964,164,2190,2,11,1
61,876,189,2190,4,16,1
57,871,643,365,2,9,1
35,253,505,2190,1,5,1
54,232,225,100,2,6,1
20,891,1,365,1,1,0
36,693,89,991,5,2,1
68,9832,341,2555,8,18,1
20,431,33,730,3,1,1
53,3295,64,2920,14,20,1
67,8702,50,1825,5,27,1
35,824,47,132,3,6,1
34,0,404,2190,1,10,1
28,1197,181,1029,3,3,1
56,1477,99,1825,4,12,1
64,2328,86,2920,4,5,1
64,932,219,1460,4,27,1
30,3388,57,61,4,0,0
67,547,448,2190,4,35,1
12,654,1,22,2,0,0
23,571,51,33,5,2,0
62,868,399,1825,5,9,1
65,424,334,2555,5,22,1
60,888,240,1825,1,7,1
55,543,236,2920,2,31,1
29,378,88,1825,3,1,0
15,3388,2,21,3,0,0
70,3511,1324,2920,5,24,1
65,237,393,322,2,17,1
47,3334,53,730,7,7,1
8,7176,1,730,2,0,0
51,2525,87,2920,3,8,1
37,5989,15,970,6,13,1
71,358,883,1095,1,34,1
35,3759,52,2920,6,8,1
18,494,4,1095,1,2,0
48,669,274,980,5,9,1
32,2011,80,2920,4,9,1
36,3071,47,365,8,0,1
55,20,682,730,1,18,1
42,3408,86,2555,9,4,1
23,4376,0,19,4,1,0
14,390,3,13,3,1,0
38,894,52,365,2,1,1
59,7462,31,730,4,7,1
29,13185,39,1825,8,7,0
48,1057,77,1825,2,3,1
22,2761,2,546,5,2,1
50,6641,94,2555,3,4,1
65,12507,42,365,5,13,1
34,363,242,1460,1,9,1
19,6065,59,2555,2,7,0
22,3324,4,99,2,1,1
29,1176,0,44,2,2,1
24,873,33,730,1,1,0
47,5441,45,2555,3,14,1
13,235,40,2555,1,2,1
64,10305,42,2190,9,8,1
73,2297,298,135,5,18,1
41,1357,14,2920,5,4,0
47,4115,0,2920,4,3,1
57,907,578,1460,3,9,1
31,516,58,730,2,4,1
25,961,243,1460,2,3,1
14,421,1,318,1,1,0
33,291,526,1460,2,11,1
38,1466,82,1460,6,2,1
13,651,5,523,1,2,1
75,4753,46,1015,4,6,1
30,1161,25,54,4,13,1
32,2027,59,1095,6,11,1
12,1407,47,54,2,0,1
36,4600,28,41,13,7,1
21,470,25,359,2,0,0
25,654,35,152,4,2,1
37,3206,29,556,2,1,1
30,846,117,171,4,2,1
48,4595,65,74,12,25,1
39,5800,93,74,3,10,1
51,1157,84,730,3,16,1
34,1486,68,167,5,8,0
11,512,1,33,2,0,0
11,29,3,1422,1,1,0
42,2911,130,347,5,6,1
27,11126,0,2920,4,5,0
51,2228,38,245,3,8,0
19,0,0,2190,1,0,0
64,607,227,207,3,35,1
48,4513,57,1460,3,7,1
36,567,318,2190,3,23,1
5,303,3,31,1,1,0
38,1813,0,2920,6,3,0
52,5568,26,2920,5,14,1
26,668,44,25,3,2,0
25,376,13,730,2,2,0
53,592,105,2920,4,5,1
60,15049,271,2190,14,20,1
52,783,272,2920,4,12,1
17,2820,54,2555,8,2,1
62,343,682,1825,1,19,1
36,936,293,730,3,7,1
48,2656,67,2920,5,14,1
80,11915,66,2190,16,13,1
42,5205,46,730,6,3,1
36,996,55,165,2,2,1
70,1072,543,2190,3,32,1
25,1738,30,1825,5,3,1
56,1827,76,365,1,3,1
64,333,279,1825,2,25,1
38,570,97,1095,1,4,1
58,569,719,2190,2,49,1
80,12068,56,135,11,13,1
38,2790,49,2555,6,7,1
20,1392,6,27,3,1,1
56,1315,132,142,3,4,1
59,905,106,510,4,9,1
38,0,113,1460,1,5,1
37,850,207,293,2,9,1
58,13498,169,117,5,16,1
18,1481,2,6,4,3,0
63,742,274,1460,8,26,1
31,35,17,1442,1,7,0
3,20,2,1825,2,0,0
58,964,116,1460,2,19,1
47,1218,48,1460,3,0,1
17,828,10,987,1,4,0
24,1159,10,1825,2,3,0
76,195,308,2190,4,35,1
46,349,229,2920,2,5,1
63,9690,63,2920,6,2,1
15,1064,2,52,3,2,1
48,3919,67,46,2,2,1
54,1469,58,89,2,3,1
76,13874,654,2920,11,24,1
64,744,272,2920,3,24,1
50,836,228,2190,2,27,1
27,1371,34,365,3,4,1
38,1911,21,2555,2,5,0
54,14134,27,1825,14,28,1
67,1259,50,2555,2,15,1
31,9083,1,108,7,0,0
24,765,2,138,1,2,0
75,133,369,2555,1,37,1
40,1209,41,2920,3,0,1
21,245,17,50,2,1,0
59,5476,67,2920,10,16,1
20,1120,1,2190,5,2,0
41,1011,175,266,5,3,1
39,605,55,1095,1,1,0
52,628,254,2920,2,27,1
44,4308,129,365,6,16,1
11,52,3,2190,1,0,0
65,4045,39,1460,10,11,1
43,43,47,2190,1,2,1
53,251,1569,1460,1,11,1
32,1694,31,148,3,1,1
61,3621,166,338,5,12,1
5,853,1,1011,1,0,0
80,26238,227,2920,16,25,1
72,2056,90,152,3,7,1
12,680,3,2190,1,1,0
77,30274,97,2555,15,41,1
61,9764,89,2920,9,11,1
57,5892,64,365,9,17,1
65,17022,59,3285,16,47,1
57,3305,3,730,3,2,0
10,278,2,2,1,0,0
25,500,189,730,1,4,1
55,4555,175,2920,5,10,1
44,4228,42,30,6,5,0
24,1683,112,730,3,4,1
31,988,635,1825,2,7,1
64,7256,55,2555,12,24,1
64,8811,57,2920,8,23,1
75,7005,26,2190,4,15,1
43,4408,11,87,15,33,0
11,273,2,144,1,1,0
11,766,0,4,4,0,0
54,8849,47,2920,11,13,1
11,602,4,1095,4,1,0
65,3486,71,2920,6,2,1
31,17,250,2555,1,9,1
60,261,1122,2190,1,51,1
46,824,134,2920,7,6,1
21,843,3,1460,1,3,0
44,1141,140,30,4,6,0
31,868,89,2190,3,3,1
60,995,1106,2555,2,9,1
37,2997,31,1095,11,11,1
46,2826,94,970,3,9,1
66,448,477,730,2,11,1
57,4656,51,2920,5,14,1
46,6138,35,548,6,3,1
18,427,3,730,1,2,0
33,2030,0,2920,12,5,1
54,3711,82,2190,6,15,1
12,1604,2,80,2,1,0
42,12105,31,3285,6,6,1
43,492,180,1825,1,2,1
16,1351,0,193,3,2,0
48,576,132,2190,2,8,1
46,840,100,365,3,2,1
21,522,2,8,6,3,0
49,210,350,495,1,2,1
38,649,130,365,2,4,1
42,2531,68,2920,4,6,1
17,3569,2,22,2,1,0
3,92,1,1,5,1,0
21,889,302,2920,3,0,0
31,2581,99,63,3,8,0
55,397,181,1460,3,3,1
23,1821,3,1825,5,6,0
36,2742,94,2555,7,4,1
25,1482,0,2920,2,3,0
26,1127,115,365,2,4,0
22,576,108,1825,2,8,1
46,952,34,43,3,2,1
70,12182,91,1825,6,43,1
54,2241,49,53,2,2,0
69,179,313,1825,4,44,1
41,974,329,29,3,7,1
51,12952,27,1825,14,28,1
48,905,388,730,3,14,1
56,8912,78,2920,9,11,1
69,7803,81,2190,9,10,1
18,712,2,107,4,3,0
32,824,52,83,3,1,1
13,928,118,1825,1,0,1
34,2078,40,2190,3,5,1
53,337,677,730,4,29,1
27,5390,39,24,8,5,0
22,1553,93,2555,3,6,1
71,926,872,2920,2,45,1
57,518,269,1460,2,6,1
28,1292,13,213,8,6,1
60,12448,97,365,12,18,1
53,71,301,1825,4,1,1
34,243,708,365,2,4,1
30,2055,23,85,5,0,1
59,7905,72,2920,12,28,1
26,214,174,166,2,0,1
40,378,114,1460,3,4,1
34,2293,19,2190,6,2,1
54,846,495,1095,2,6,1
21,593,2,730,3,5,0
56,808,115,2190,3,10,1
75,389,473,1460,2,61,1
64,622,116,44,3,4,1
80,22199,180,1825,6,108,1
21,1980,56,2555,1,3,0
29,2270,38,759,5,3,0
66,6141,89,2190,8,44,1
80,22199,180,1825,6,108,0
37,11473,32,98,9,18,1
21,147,25,1095,1,0,1
36,444,331,1825,2,16,1
56,472,312,730,1,5,1
19,809,30,18,2,3,0
47,918,451,1095,7,13,1
31,364,267,1095,3,5,1
12,888,3,31,1,1,0
27,2797,0,2190,4,1,1
22,620,8,365,2,2,1
30,12,123,128,1,4,1
1,45,1,1,1,1,0
42,56,48,2190,4,2,1
67,304,320,365,1,9,1
17,77,2,299,2,0,0
36,876,180,193,3,2,1
38,369,82,1825,2,8,1
51,719,1865,1825,6,23,1
43,3515,82,1825,4,14,1
42,22,412,1095,2,8,1
59,4961,51,215,4,10,1
57,18,842,2920,2,28,1
54,565,1777,2190,2,14,1
46,3495,70,2190,6,9,1
17,36311,9,730,3,2,1
64,4626,79,1095,8,30,1
60,510,152,730,4,9,1
7,0,3,157,1,0,0
64,306,637,1460,1,41,1
16,413,2,2190,4,1,0
43,0,552,1095,1,17,0
73,956,569,2920,4,62,1
18,362,54,269,1,0,0
16,1,1,25,2,1,0
12,340,6,1095,1,1,0
53,336,722,1095,2,32,1
53,5137,88,730,5,4,1
10,381,3,28,1,1,0
25,259,234,365,2,4,1
41,650,179,37,2,7,0
30,342,39,65,1,1,0
69,415,148,730,2,33,1
24,1208,1,18,3,1,0
25,1664,8,18,3,3,0
39,2088,32,2920,8,13,1
59,4805,98,2920,4,16,1
49,1003,76,1460,3,1,1
51,988,264,2190,3,8,1
29,354,295,1460,1,3,1
9,906,4,24,1,1,0
41,845,438,365,2,2,1
70,24,645,730,1,19,1
44,110,101,53,3,4,1
40,1436,31,211,3,0,1
23,608,58,295,2,1,0
26,126,160,1095,2,1,1
26,532,2,943,1,1,0
53,1966,76,365,4,6,1
