rank,fame,deaths,accountAge,characters,skins,verified
36,519,196,1095,1,2,1
21,442,1,2,1,0,0
58,323,272,2920,3,25,1
68,1500,94,522,2,3,1
66,984,729,1825,3,35,1
4,698,1,1,1,0,0
20,43,25,4,2,1,0
29,2562,5,365,8,14,0
32,1856,31,47,2,3,1
32,1856,31,47,2,3,1
34,2052,28,54,1,0,1
25,956,48,87,1,0,1
23,2399,13,494,2,0,1
16,675,2,1095,1,2,0
56,39,432,2253,2,12,1
41,554,57,23,2,1,1
12,969,1,11,3,1,0
58,3982,36,1424,2,6,1
59,5539,55,2920,5,8,1
40,2612,48,1439,5,7,1
31,4964,19,27,2,2,1
64,16213,40,2920,14,14,1
56,5415,101,93,3,10,1
28,580,114,1460,2,4,1
58,17545,28,365,11,11,1
49,5275,99,1825,9,19,1
51,242,454,2555,1,16,1
52,2893,68,2920,3,6,0
64,1617,63,2920,3,13,1
25,2011,19,730,1,3,1
28,95,97,730,1,0,1
17,3575,15,1095,3,1,1
38,701,196,1825,4,10,1
58,12597,47,2555,8,11,1
14,0,3,44,1,0,0
80,34120,42,1460,2,73,1
63,4658,61,2555,5,9,1
4,1509,4,74,1,0,0
14,497,1,1460,4,10,0
14,497,1,1460,4,10,0
27,406,44,1460,1,0,1
48,1663,21,365,2,0,1
40,602,126,730,2,6,1
40,1962,76,1825,6,9,1
31,804,0,2920,3,3,0
52,892,106,730,3,7,1
29,513,107,1095,3,1,1
64,7389,409,2920,5,5,1
21,1065,53,365,2,2,1
43,120,1943,2555,4,9,1
26,1159,77,1129,3,2,1
27,2166,39,45,4,3,0
54,10322,196,109,3,15,1
37,8088,7,3285,3,4,1
58,15166,19,2555,8,10,1
55,452,632,2920,4,11,1
29,27,55,21,1,0,0
35,4359,40,68,2,1,1
31,4909,26,206,3,2,1
14,1421,0,2555,3,0,0
51,2157,61,1411,3,9,1
36,2768,52,730,5,3,1
41,1721,94,1825,6,5,1
11,1100,3,286,1,1,0
44,391,200,2190,3,13,1
48,4097,97,2190,7,7,1
47,260,146,730,1,2,1
53,968,465,1460,3,10,1
38,1287,88,242,2,0,0
42,658,630,365,4,2,1
42,658,630,365,4,2,1
62,3622,156,365,6,2,1
47,3496,38,730,5,16,1
47,5161,60,2555,2,12,1
32,2431,31,33,8,1,1
44,450,137,79,2,2,1
32,1358,46,92,3,2,0
23,2418,30,16,9,7,1
48,1270,83,2190,2,11,1
80,19908,95,2555,15,73,1
12,496,28,730,1,0,0
28,343,38,29,2,0,0
45,3795,23,2920,8,4,1
24,3444,131,1460,3,4,1
34,13944,47,2555,5,4,1
28,390,96,154,2,5,1
21,2427,15,1129,4,3,1
31,4321,21,730,2,0,0
4,1256,0,365,1,0,0
41,3425,66,2920,6,1,1
42,5712,10,2920,11,16,1
31,2184,37,12,7,15,0
31,2180,37,12,7,15,0
38,2042,38,28,3,3,1
56,455,51,754,1,4,1
54,6491,37,71,6,8,1
23,2434,7,2920,4,2,0
61,2204,36,36,4,15,1
22,2973,103,34,5,3,0
49,1360,67,730,3,3,1
25,5955,0,15,5,3,0
36,1700,37,1426,1,2,1
35,2261,69,29,2,4,0
65,13286,162,2190,5,22,1
7,1517,3,9,2,1,0
21,1244,120,1095,3,9,1
32,0,992,2920,0,11,1
33,1352,46,1095,4,3,1
21,2455,46,1460,2,1,0
5,3090,3,31,1,0,0
27,937,44,14,2,1,0
34,0,166,108,1,0,1
48,828,226,730,2,9,1
57,11758,17,2190,3,4,1
32,1919,26,22,5,1,0
46,338,328,2190,2,8,1
32,1919,26,22,5,1,0
46,338,328,2190,2,8,1
42,218,449,1881,1,3,0
52,3621,266,2555,4,3,1
64,4231,88,2190,7,14,1
42,4111,6,730,5,0,0
62,5523,173,2920,2,9,1
32,6355,22,60,3,2,0
36,1356,0,1460,3,0,0
34,0,293,1095,1,8,1
35,973,415,1825,1,4,1
21,4118,0,2555,6,0,0
34,969,125,1460,3,0,1
52,3265,93,383,7,4,1
13,1901,2,2190,5,0,0
26,2447,20,2190,4,2,1
50,6754,64,1825,2,9,1
26,2437,20,2190,4,2,0
22,2455,7,1825,4,5,0
33,683,85,1095,3,3,1
47,435,128,730,2,10,0
38,1384,69,1095,2,13,1
65,188,638,1825,2,25,1
35,541,22,79,2,5,1
28,608,0,2190,3,4,0
30,6317,11,194,4,1,0
38,1875,26,52,1,2,0
16,546,2,554,1,0,0
16,1137,27,86,2,2,0
47,4906,91,1825,5,16,1
44,253,100,1460,1,0,1
28,232,44,8,3,0,0
36,1295,97,559,2,0,1
69,15800,36,2920,13,7,1
26,1236,18,954,1,1,1
46,323,162,2555,2,0,1
58,769,104,87,3,9,0
39,672,48,2920,3,7,1
52,8274,513,1095,7,12,1
34,1806,36,365,2,0,1
50,421,642,1825,2,20,1
60,4477,55,34,5,1,1
49,284,3380,482,1,14,1
48,825,151,247,2,1,1
71,449,349,2190,2,20,1
51,2090,32,1460,5,11,1
57,777,80,3285,5,0,1
41,340,234,365,3,2,0
57,1594,109,365,2,5,1
25,746,96,1095,2,0,0
39,245,64,1825,1,0,1
29,3940,26,54,5,5,1
56,9376,82,2920,3,10,1
8,271,2,58,1,0,0
28,23,10,18,1,0,0
55,5593,80,486,6,11,1
57,19204,69,58,8,6,1
24,1096,24,365,2,0,1
29,714,62,730,4,2,1
62,2734,74,2555,7,23,1
11,576,2,494,2,0,0
47,2144,71,1825,3,11,1
20,1257,20,25,4,3,0
40,877,81,1095,2,5,1
43,368,699,1825,2,8,1
44,2490,61,25,2,2,1
24,1069,60,730,6,6,1
35,2372,19,62,2,0,1
35,630,513,1825,4,9,1
69,18283,296,2190,12,48,1
29,1129,0,2555,2,0,0
28,689,138,730,3,2,1
53,853,638,1460,2,16,1
36,1787,12,2190,2,5,1
22,1157,14,27,1,0,0
56,3903,137,365,3,3,1
30,615,33,43,1,0,0
34,4128,0,2920,3,1,0
27,3644,22,241,4,1,1
69,10202,77,2920,6,8,1
24,254,96,20,1,0,0
46,9436,24,2190,16,31,1
57,1312,152,165,2,2,1
33,518,45,1460,1,1,1
23,2177,0,2920,4,0,0
54,4856,18,1024,3,5,1
55,628,0,2190,3,16,1
29,2976,67,2555,4,1,0
33,842,204,1095,3,21,0
41,4249,72,1424,9,11,1
42,425,260,276,2,1,1
52,8041,27,730,14,4,1
35,803,89,365,4,1,1
80,11170,96,1095,4,17,1
25,2990,13,365,4,0,1
32,659,186,1095,1,2,1
25,726,58,10,5,7,0
28,776,33,1825,3,0,0
26,2146,16,1830,7,9,1
26,545,369,730,1,2,1
35,1858,62,2190,2,6,1
20,56,26,7,3,0,0
56,5994,77,1460,2,12,1
32,557,103,126,1,1,1
80,58423,93,1095,10,26,1
45,737,88,2920,1,5,1
24,107,292,1825,2,22,0
30,1195,39,21,4,2,0
28,2840,244,2555,5,21,0
69,477,274,200,3,4,1
52,2142,77,1095,5,14,1
45,319,243,2555,1,15,0
33,1790,98,2190,4,10,1
20,1958,114,2190,2,0,1
49,1126,90,1460,3,5,1
45,1990,576,365,4,2,1
49,1108,90,1460,3,5,1
44,0,257,730,1,5,1
50,352,0,1825,3,9,0
28,2544,67,2555,4,1,1
43,803,118,2190,5,14,1
17,783,70,123,1,0,0
75,691,287,2190,4,76,1
0,0,0,365,1,0,0
29,1488,30,25,3,1,0
21,856,82,59,2,1,1
19,11,502,1095,1,0,1
31,62,104,1095,3,7,0
41,1044,26,78,3,2,1
28,4697,59,2190,4,2,1
29,2180,64,1825,3,2,1
41,282,199,65,1,0,1
19,1593,0,2555,3,0,0
26,1642,35,2190,6,7,0
45,307,121,2920,1,0,1
48,1652,92,1095,4,10,1
32,2332,0,2555,1,0,1
29,735,57,730,2,2,0
64,3661,1368,2555,7,23,1
31,235,263,1460,1,9,1
65,581,350,2920,5,26,1
54,11314,38,1825,5,14,1
31,549,83,379,4,6,1
46,651,188,349,1,5,1
58,8945,69,94,7,7,1
27,1197,37,1825,2,0,1
41,2375,0,2920,3,2,1
35,1583,153,365,1,0,1
22,1434,79,97,1,0,0
57,8974,85,1460,2,12,1
42,575,140,2920,3,0,1
31,3543,17,730,6,0,1
75,597,416,2190,3,110,1
60,713,742,1825,3,10,1
16,2018,3,1027,1,0,0
34,484,144,730,2,14,0
52,3140,96,1460,5,15,1
53,980,114,2190,3,8,1
73,7815,87,989,7,24,1
27,1180,313,1460,2,8,1
45,6742,37,2190,4,4,1
26,258,70,30,1,0,1
27,4499,64,2555,5,1,1
45,2969,33,34,7,7,1
35,2626,39,2555,6,3,1
36,233,429,365,2,4,1
39,4469,99,2190,6,5,1
79,1499,602,365,4,11,1
51,3348,48,2555,3,6,1
38,2699,25,2920,4,9,1
79,694,240,557,1,24,1
19,741,27,1095,5,0,1
59,17490,28,165,11,9,1
61,2,229,3285,1,5,1
48,5116,23,56,7,11,1
24,1041,35,21,1,1,1
64,9215,79,1460,10,18,1
39,5531,65,64,3,0,1
57,499,2364,2920,3,11,1
54,1348,0,2555,3,2,0
22,1541,26,1825,1,0,1
63,1430,95,2555,6,3,1
35,169,628,365,1,3,0
32,7503,0,2555,8,6,1
79,353,742,1460,2,37,1
15,1628,7,1460,2,0,0
32,409,27,2920,1,5,1
0,0,0,365,1,0,0
21,2200,4,5,4,1,0
22,555,37,28,2,3,0
23,798,42,1825,1,0,0
13,1032,1,365,6,0,0
37,692,1590,2190,3,10,1
21,3001,26,524,4,6,0
28,1607,75,1825,2,3,0
47,534,542,1825,1,17,1
50,384,332,217,3,13,1
16,455,203,24,2,2,0
63,348,381,1433,2,47,1
50,0,329,365,1,4,1
38,399,457,1095,2,9,1
38,178,312,2555,3,20,0
45,6280,37,2190,4,4,0
71,179,107,365,3,28,1
33,1065,83,1095,1,3,0
30,1341,0,2920,1,0,0
4,960,7,89,1,0,0
71,16729,117,129,14,19,1
38,413,66,223,1,1,1
29,664,271,1095,3,1,1
50,304,179,2190,1,1,1
72,233,313,3001,1,9,1
62,251,68,231,3,3,1
20,53,36,11,1,0,0
23,447,88,2190,3,6,0
55,1379,19,75,2,0,0
18,461,45,954,1,0,0
60,995,116,1825,5,18,1
49,420,801,730,2,9,1
20,0,109,1095,1,3,0
24,519,88,17,1,0,0
25,5758,0,2555,5,3,0
57,1667,58,2920,3,11,1
18,598,26,1425,1,0,1
46,563,104,1095,6,7,1
14,509,39,365,1,0,0
27,1077,18,7,3,2,0
36,804,78,140,1,0,1
18,4029,4,45,1,0,0
45,345,175,1876,3,16,1
41,7523,74,84,7,8,1
52,1453,367,89,4,7,0
46,691,1136,2555,4,29,1
27,417,478,2555,3,4,1
37,2847,74,1095,4,9,1
25,2283,0,1460,2,3,0
48,4566,135,2920,6,18,1
62,472,577,2555,2,28,1
17,344,7,82,1,0,0
44,2189,60,68,3,4,1
32,1598,177,2190,6,16,1
31,466,55,113,2,1,0
49,362,173,730,1,1,0
66,13577,36,112,7,11,0
57,9284,63,2190,7,10,1
65,1452,96,730,4,21,1
37,4,105,1095,2,5,1
32,206,137,365,1,0,0
61,355,521,1825,2,5,1
23,912,77,730,2,0,0
55,8128,94,2920,8,4,1
80,11977,92,2190,7,20,1
70,104,178,147,2,5,1
21,910,60,1825,1,0,0
18,1543,9,365,1,0,0
50,940,50,730,1,12,1
57,406,273,358,2,18,1
18,1518,9,365,1,0,0
16,446,2,2190,3,2,0
48,913,932,1825,5,1,1
75,280,1108,2555,1,47,1
0,0,0,365,1,0,0
42,12797,24,2555,10,12,1
46,5653,67,57,11,6,1
56,3950,0,70,2,0,0
46,5675,9,13,16,3,0
49,901,172,730,1,1,1
57,3947,62,2920,5,7,1
59,696,358,1825,4,12,0
20,6981,7,1460,3,1,1
33,2332,39,91,2,0,0
30,4008,63,730,5,7,1
34,0,221,365,1,2,1
51,865,149,123,2,3,1
31,1786,213,73,2,1,1
66,521,1155,1095,2,25,1
45,847,343,1414,1,2,1
50,262,689,730,3,13,1
80,5621,87,730,3,12,1
56,1029,94,552,1,6,1
58,22,844,2555,1,19,1
41,0,32,365,0,2,1
70,1815,186,98,3,15,1
61,384,978,2555,8,24,1
24,0,99,1825,1,7,0
42,717,111,1095,2,7,1
23,640,35,495,2,0,0
45,218,292,2190,2,8,1
62,7081,84,2555,11,35,1
20,1254,56,1825,3,8,0
43,555,447,365,2,2,1
10,423,5,9,1,1,0
42,1243,194,522,2,2,1
61,3949,83,2190,6,2,1
23,507,36,554,1,0,0
47,632,110,39,1,0,0
39,1890,42,47,5,0,1
43,2224,55,730,10,7,1
65,587,223,2920,3,25,1
26,4251,20,18,3,3,0
54,11581,126,1095,14,50,1
26,610,0,2555,2,0,0
17,911,14,20,6,2,0
28,784,24,2190,1,0,1
80,11072,48,2555,10,21,1
52,8410,195,103,2,13,0
40,1591,82,1825,5,5,1
35,1071,86,36,1,0,0
54,1724,54,2920,4,4,1
48,4753,77,1825,11,45,1
37,748,35,1095,2,1,1
39,1611,105,106,3,2,1
45,0,131,2555,0,8,1
73,24320,355,2555,15,15,1
78,657,117,2555,2,133,1
78,657,117,2555,2,133,1
28,32,102,730,1,0,0
40,1271,41,1095,1,6,1
40,917,146,365,4,12,1
40,5677,46,1008,7,1,1
27,146,283,1095,1,8,1
36,5137,14,2920,4,12,1
77,244,1422,2555,2,54,1
41,3255,19,351,9,28,0
13,3069,4,3,2,0,0
19,1686,22,975,4,9,0
35,1267,36,29,3,0,0
16,0,23,1095,1,0,0
32,7410,0,2555,8,6,0
15,1613,51,15,3,5,0
45,12515,17,1460,15,11,0
32,7410,0,2555,8,6,0
32,7410,0,2555,8,6,1
56,1664,424,89,2,4,0
13,1712,114,1095,1,2,0
68,1252,978,730,5,31,1
41,5885,23,1460,5,8,0
69,4917,455,2920,4,7,1
39,293,126,124,2,1,1
49,661,199,2920,2,6,1
47,1372,107,160,4,1,1
47,1372,107,160,4,1,1
28,12341,10,2920,4,1,1
8,444,14,955,1,0,0
79,656,834,2562,2,63,1
58,1131,485,365,3,2,1
39,5790,48,20,5,2,1
37,641,203,1029,1,6,1
56,7261,30,2920,5,5,1
57,1437,82,2920,1,15,1
14,601,5,8,3,2,0
58,792,337,1825,3,31,1
23,2266,17,1418,3,3,0
15,2005,26,1460,2,1,0
31,200,217,730,4,2,1
80,39586,206,1825,4,60,1
80,39586,206,1825,4,60,0
22,358,54,730,1,2,0
10,1991,6,131,3,0,0
60,949,1312,1095,1,37,1
33,1430,21,19,5,0,0
40,620,179,120,1,2,1
28,664,211,1460,3,5,1
38,1038,152,365,4,9,1
43,10831,59,1825,10,10,1
24,853,57,1460,3,6,1
70,3416,98,2555,3,15,1
41,781,190,1460,3,5,1
50,2426,138,365,3,8,1
60,3577,422,111,7,14,1
37,32,225,1825,2,2,1
43,914,564,1095,3,9,1
20,669,22,365,3,0,0
38,1160,24,53,2,0,0
39,12725,62,730,4,3,1
20,474,40,234,2,0,0
46,4881,39,2920,7,1,1
17,1572,71,1825,2,2,1
54,12224,37,1825,5,8,1
32,4985,35,1424,7,0,1
45,6434,37,2555,4,2,1
47,3005,80,2190,1,11,1
15,1806,3,1460,2,1,0
39,2003,1,2555,5,10,1
34,934,516,2190,2,15,1
34,3911,8,2920,1,0,0
52,335,150,1095,1,7,1
29,3677,127,730,3,6,1
45,2495,46,44,2,0,1
56,2052,42,3285,5,7,1
80,45026,183,1825,15,60,1
53,475,1229,2555,3,35,1
26,3318,15,730,2,2,1
57,3414,99,2920,6,43,1
53,1559,120,365,2,1,1
33,2505,55,730,4,1,1
58,2530,32,52,3,1,1
38,9573,64,2555,8,8,1
60,4856,500,3285,5,14,1
18,517,28,21,3,0,0
40,578,1066,1095,2,24,1
18,2698,26,85,1,0,0
18,2666,26,85,1,0,0
19,480,15,3,1,0,0
64,1747,177,122,4,2,1
37,2678,57,2190,7,2,1
52,7831,58,2190,7,4,1
39,1425,72,730,3,3,1
25,750,34,2920,3,1,0
33,4166,30,2555,3,0,1
77,226,1182,1825,3,137,1
20,359,107,1095,1,3,1
48,7703,99,1825,5,9,1
52,1521,73,246,3,0,1
48,299,276,1825,1,9,1
52,8782,57,330,5,5,1
72,101,712,1460,3,49,1
72,101,712,1460,3,49,1
40,7492,63,1460,7,8,1
50,12857,3,730,14,14,1
60,7409,74,1460,11,18,1
27,1531,65,1505,3,6,0
64,1675,177,121,4,2,0
36,4351,17,1825,2,0,0
65,6167,99,1825,7,6,1
44,3834,42,43,1,1,1
43,3944,48,37,2,1,1
44,0,101,83,1,1,1
34,434,395,730,2,2,1
28,424,210,365,1,1,1
26,3955,26,730,2,1,0
26,3955,26,730,2,1,0
23,1607,29,730,1,0,0
30,266,593,1460,1,1,1
23,2279,44,958,1,0,0
64,8248,55,2190,6,0,1
35,292,46,1460,4,5,1
35,454,53,38,3,7,0
50,12984,21,730,9,3,1
46,3236,87,1825,16,4,1
6,1759,6,5,1,0,0
60,605,187,1825,3,12,1
66,1900,145,559,3,2,1
32,1372,28,1095,3,4,1
10,559,9,1460,1,0,0
53,5714,25,2555,11,6,1
45,1356,180,90,3,3,1
26,88,70,1017,2,0,1
31,2265,53,2920,5,2,0
31,704,79,1460,2,1,1
46,3081,46,365,8,2,1
47,504,141,2190,3,17,1
80,8529,56,1018,4,16,1
35,1788,51,1460,4,1,0
68,16252,46,730,11,21,1
26,966,31,365,4,1,0
52,4554,37,2920,4,3,1
45,8768,14,152,6,2,0
61,6034,27,2920,11,8,1
28,642,73,1460,4,4,1
42,1572,71,1825,3,3,1
26,1412,29,75,1,1,1
23,250,44,1018,1,1,1
76,414,226,365,1,48,1
11,66,29,79,1,0,0
26,1712,140,2555,4,2,1
55,7274,29,121,3,2,1
38,3723,350,194,3,0,1
68,13875,569,2555,6,26,1
27,1426,78,365,1,0,0
42,2048,96,26,8,2,0
31,1188,27,19,2,0,0
72,15362,197,2555,10,12,1
20,2730,53,33,1,0,0
21,290,119,365,1,0,1
27,1558,27,988,6,0,0
49,43,0,2920,2,1,1
48,3294,49,1095,4,1,1
50,34,106,1460,2,6,1
36,2430,51,365,2,2,1
47,4424,0,2555,10,13,1
23,1010,24,37,1,0,0
21,459,210,262,2,0,1
38,766,65,60,2,5,1
54,387,654,2190,2,15,1
44,311,150,365,1,2,1
16,357,43,730,2,0,0
38,2520,52,730,3,2,1
13,557,10,18,4,1,0
53,4269,25,1460,4,26,1
55,6358,98,2190,11,39,1
33,3630,76,1825,4,7,1
46,0,865,163,1,6,0
71,1178,54,730,4,16,1
32,2596,95,53,3,2,1
66,8485,18,730,7,16,1
54,1590,109,116,4,7,1
16,768,54,2190,5,3,0
19,2068,86,1825,4,1,0
27,472,112,1095,2,0,1
47,1153,185,313,5,2,1
54,4954,64,2920,4,4,1
36,4103,74,80,4,2,1
52,559,354,2555,2,7,1
52,4729,143,114,3,4,1
10,7,6,365,1,0,0
45,4508,0,1825,3,8,0
54,3144,78,1460,6,1,1
51,557,159,35,2,1,0
26,5151,21,365,7,10,0
56,573,243,1095,4,4,1
36,455,348,1095,2,6,0
42,1462,95,1095,4,2,1
58,8765,97,1460,9,22,1
49,596,305,1825,2,12,1
26,1468,141,14,1,0,0
18,0,204,245,1,2,0
27,506,212,2190,2,5,1
44,941,36,2920,2,4,1
80,42566,68,1460,16,36,1
37,2289,93,1460,3,7,1
50,3357,130,3001,2,13,0
52,515,237,1460,1,21,1
35,1009,29,34,9,1,1
29,337,130,1460,2,3,1
57,164,94,983,2,1,1
25,3285,74,1825,3,4,1
49,943,257,353,6,16,1
67,5,1229,1453,2,24,1
58,1868,54,2920,5,11,1
16,3268,9,365,2,0,1
35,1061,91,1450,2,1,1
70,2110,202,1095,7,7,1
33,313,131,39,2,2,1
33,1163,321,1825,2,1,1
7,1098,18,7,1,0,0
12,0,14,14,1,0,0
45,3678,97,2190,6,7,1
67,485,247,2555,2,42,1
39,3927,70,2920,2,8,0
20,195,97,68,1,2,0
34,2359,46,730,6,6,1
55,4474,126,343,6,9,1
37,480,31,730,1,0,0
37,480,31,730,1,0,0
47,350,431,365,2,6,1
80,29986,58,2555,16,34,1
42,792,179,1825,1,2,1
51,388,318,235,1,2,1
24,2206,0,2555,2,0,0
20,688,280,1460,1,1,0
16,733,8,188,1,0,0
13,1033,23,109,1,0,0
77,365,21,730,1,9,1
28,1632,59,2190,2,6,0
32,1172,106,253,3,4,1
78,10466,21,981,14,5,0
25,382,73,165,2,1,1
29,1164,44,730,3,0,0
78,10462,21,981,14,5,0
64,306,200,2920,1,12,0
52,4532,83,48,7,7,1
46,486,93,1825,2,0,0
61,4725,53,1460,4,3,0
60,234,731,1883,2,10,0
30,929,22,42,2,1,0
52,5820,48,2190,11,23,1
73,568,411,1825,1,41,1
68,1589,53,1460,4,20,1
47,57,324,2920,3,1,1
46,89,281,90,2,2,1
31,913,146,44,3,2,1
49,10538,46,1825,3,2,1
60,3834,120,1460,3,2,1
23,1100,68,1825,2,1,1
32,2210,27,2190,3,2,1
68,6756,32,1129,8,5,1
57,472,362,2920,3,14,0
25,1855,11,244,3,2,0
68,662,376,2920,3,29,1
37,55,203,112,1,1,0
32,340,92,40,2,1,0
65,12306,71,2190,6,24,1
40,7315,91,1825,4,9,1
52,336,764,1825,1,19,1
61,2141,131,112,5,3,1
59,14509,82,2920,10,15,1
78,13692,92,730,7,44,1
75,4,647,1825,1,22,1
64,8730,25,2920,8,22,1
32,236,80,1460,1,10,1
46,852,350,2920,5,11,1
39,272,403,1460,2,7,1
49,545,263,41,1,1,1
22,1808,11,33,3,0,0
15,547,13,2,1,1,0
53,12552,94,730,2,5,1
28,4868,17,1460,4,0,0
36,2952,13,2920,5,0,0
60,547,478,2920,4,25,1
75,13722,15,730,6,4,1
